"module name","license","repository"
"@babel/code-frame@7.0.0-beta.31","MIT","https://github.com/babel/babel/tree/master/packages/babel-code-frame"
"@babel/helper-function-name@7.0.0-beta.31","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-function-name"
"@babel/helper-get-function-arity@7.0.0-beta.31","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-get-function-arity"
"@babel/template@7.0.0-beta.31","MIT","https://github.com/babel/babel/tree/master/packages/babel-template"
"@babel/traverse@7.0.0-beta.31","MIT","https://github.com/babel/babel/tree/master/packages/babel-traverse"
"@babel/types@7.0.0-beta.31","MIT","https://github.com/babel/babel/tree/master/packages/babel-types"
"@rails/webpacker@3.2.0","MIT","https://github.com/rails/webpacker"
"@std/esm@0.16.0","MIT","https://github.com/standard-things/esm"
"@types/cheerio@0.22.6","MIT","https://www.github.com/DefinitelyTyped/DefinitelyTyped"
"@types/enzyme@3.1.6","MIT","https://www.github.com/DefinitelyTyped/DefinitelyTyped"
"@types/jasmine@2.8.2","MIT","https://www.github.com/DefinitelyTyped/DefinitelyTyped"
"@types/jest@22.0.1","MIT","https://www.github.com/DefinitelyTyped/DefinitelyTyped"
"@types/moxios@0.4.8","MIT","https://www.github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@8.5.2","MIT","https://www.github.com/DefinitelyTyped/DefinitelyTyped"
"@types/prop-types@15.5.2","MIT","https://www.github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-dom@16.0.3","MIT","https://www.github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react@16.0.31","MIT","https://www.github.com/DefinitelyTyped/DefinitelyTyped"
"abab@1.0.4","ISC","https://github.com/jsdom/abab"
"abbrev@1.1.0","ISC","https://github.com/isaacs/abbrev-js"
"abbrev@1.1.1","ISC","https://github.com/isaacs/abbrev-js"
"accepts@1.3.4","MIT","https://github.com/jshttp/accepts"
"acorn-dynamic-import@2.0.2","MIT","https://github.com/kesne/acorn-dynamic-import"
"acorn-globals@3.1.0","MIT","https://github.com/ForbesLindesay/acorn-globals"
"acorn-jsx@3.0.1","MIT","https://github.com/RReverser/acorn-jsx"
"acorn@3.3.0","MIT","https://github.com/ternjs/acorn"
"acorn@4.0.13","MIT","https://github.com/ternjs/acorn"
"acorn@5.2.1","MIT","https://github.com/ternjs/acorn"
"ajv-keywords@1.5.1","MIT","https://github.com/epoberezkin/ajv-keywords"
"ajv-keywords@2.1.1","MIT","https://github.com/epoberezkin/ajv-keywords"
"ajv@4.11.8","MIT","https://github.com/epoberezkin/ajv"
"ajv@5.5.2","MIT","https://github.com/epoberezkin/ajv"
"align-text@0.1.4","MIT","https://github.com/jonschlinkert/align-text"
"alphanum-sort@1.0.2","MIT","https://github.com/TrySound/alphanum-sort"
"amdefine@1.0.1","BSD-3-Clause OR MIT","https://github.com/jrburke/amdefine"
"ansi-escapes@1.4.0","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-escapes@3.0.0","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-html@0.0.7","Apache-2.0","https://github.com/Tjatse/ansi-html"
"ansi-regex@0.2.1","MIT","https://github.com/sindresorhus/ansi-regex"
"ansi-regex@2.1.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@3.0.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@1.1.0","MIT","https://github.com/sindresorhus/ansi-styles"
"ansi-styles@2.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@3.2.0","MIT","https://github.com/chalk/ansi-styles"
"any-promise@0.1.0","MIT","https://github.com/kevinbeaty/any-promise"
"anymatch@1.3.2","ISC","https://github.com/es128/anymatch"
"append-transform@0.4.0","MIT","https://github.com/jamestalmage/append-transform"
"aproba@1.1.1","ISC","https://github.com/iarna/aproba"
"aproba@1.2.0","ISC","https://github.com/iarna/aproba"
"are-we-there-yet@1.1.4","ISC","https://github.com/iarna/are-we-there-yet"
"argparse@1.0.9","MIT","https://github.com/nodeca/argparse"
"aria-query@0.7.0","Apache-2.0","https://github.com/A11yance/aria-query"
"arr-diff@2.0.0","MIT","https://github.com/jonschlinkert/arr-diff"
"arr-flatten@1.1.0","MIT","https://github.com/jonschlinkert/arr-flatten"
"array-equal@1.0.0","MIT","https://github.com/component/array-equal"
"array-filter@0.0.1","MIT","https://github.com/juliangruber/array-filter"
"array-find-index@1.0.2","MIT","https://github.com/sindresorhus/array-find-index"
"array-flatten@1.1.1","MIT","https://github.com/blakeembrey/array-flatten"
"array-flatten@2.1.1","MIT","https://github.com/blakeembrey/array-flatten"
"array-includes@3.0.3","MIT","https://github.com/ljharb/array-includes"
"array-iterate@1.1.1","MIT","https://github.com/wooorm/array-iterate"
"array-map@0.0.0","MIT","https://github.com/substack/array-map"
"array-reduce@0.0.0","MIT","https://github.com/substack/array-reduce"
"array-union@1.0.2","MIT","https://github.com/sindresorhus/array-union"
"array-uniq@1.0.3","MIT","https://github.com/sindresorhus/array-uniq"
"array-unique@0.2.1","MIT","https://github.com/jonschlinkert/array-unique"
"arrify@1.0.1","MIT","https://github.com/sindresorhus/arrify"
"asap@2.0.6","MIT","https://github.com/kriskowal/asap"
"asn1.js@4.9.2","MIT","https://github.com/indutny/asn1.js"
"asn1@0.2.3","MIT","https://github.com/mcavage/node-asn1"
"assert-plus@0.2.0","MIT","https://github.com/mcavage/node-assert-plus"
"assert-plus@1.0.0","MIT","https://github.com/mcavage/node-assert-plus"
"assert@1.4.1","MIT","https://github.com/defunctzombie/commonjs-assert"
"ast-types-flow@0.0.7","ISC","https://github.com/kyldvs/ast-types-flow"
"astral-regex@1.0.0","MIT","https://github.com/kevva/astral-regex"
"async-each@1.0.1","MIT","https://github.com/paulmillr/async-each"
"async-foreach@0.1.3","MIT*","https://github.com/cowboy/javascript-sync-async-foreach"
"async@1.5.2","MIT","https://github.com/caolan/async"
"async@2.6.0","MIT","https://github.com/caolan/async"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit"
"autoprefixer@6.7.7","MIT","https://github.com/postcss/autoprefixer"
"autoprefixer@7.2.3","MIT","https://github.com/postcss/autoprefixer"
"autoprefixer@7.2.4","MIT","https://github.com/postcss/autoprefixer"
"aws-sign2@0.6.0","Apache-2.0","https://github.com/mikeal/aws-sign"
"aws-sign2@0.7.0","Apache-2.0","https://github.com/mikeal/aws-sign"
"aws4@1.6.0","MIT","https://github.com/mhart/aws4"
"axios@0.16.2","MIT","https://github.com/mzabriskie/axios"
"axios@0.17.1","MIT","https://github.com/axios/axios"
"axobject-query@0.1.0","Apache-2.0","https://github.com/A11yance/axobject-query"
"babel-cli@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-cli"
"babel-code-frame@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-code-frame"
"babel-core@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-core"
"babel-eslint@8.0.3","MIT","https://github.com/babel/babel-eslint"
"babel-generator@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-generator"
"babel-helper-builder-binary-assignment-operator-visitor@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-builder-binary-assignment-operator-visitor"
"babel-helper-builder-react-jsx@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-builder-react-jsx"
"babel-helper-call-delegate@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-call-delegate"
"babel-helper-define-map@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-define-map"
"babel-helper-explode-assignable-expression@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-explode-assignable-expression"
"babel-helper-function-name@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-function-name"
"babel-helper-get-function-arity@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-get-function-arity"
"babel-helper-hoist-variables@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-hoist-variables"
"babel-helper-optimise-call-expression@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-optimise-call-expression"
"babel-helper-regex@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-regex"
"babel-helper-remap-async-to-generator@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-remap-async-to-generator"
"babel-helper-replace-supers@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-replace-supers"
"babel-helpers@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helpers"
"babel-jest@21.2.0","MIT","https://github.com/facebook/jest"
"babel-loader@7.1.2","MIT","https://github.com/babel/babel-loader"
"babel-messages@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-messages"
"babel-plugin-check-es2015-constants@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-check-es2015-constants"
"babel-plugin-istanbul@4.1.5","BSD-3-Clause","https://github.com/istanbuljs/babel-plugin-istanbul"
"babel-plugin-jest-hoist@21.2.0","MIT","https://github.com/facebook/jest"
"babel-plugin-syntax-async-functions@6.13.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-async-functions"
"babel-plugin-syntax-class-properties@6.13.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-class-properties"
"babel-plugin-syntax-dynamic-import@6.18.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-dynamic-import"
"babel-plugin-syntax-exponentiation-operator@6.13.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-exponentation-operator"
"babel-plugin-syntax-flow@6.18.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-flow"
"babel-plugin-syntax-jsx@6.18.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-jsx"
"babel-plugin-syntax-object-rest-spread@6.13.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-object-rest-spread"
"babel-plugin-syntax-trailing-function-commas@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-trailing-function-commas"
"babel-plugin-transform-async-to-generator@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-async-to-generator"
"babel-plugin-transform-class-properties@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-class-properties"
"babel-plugin-transform-es2015-arrow-functions@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-arrow-functions"
"babel-plugin-transform-es2015-block-scoped-functions@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-block-scoped-functions"
"babel-plugin-transform-es2015-block-scoping@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-block-scoping"
"babel-plugin-transform-es2015-classes@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-classes"
"babel-plugin-transform-es2015-computed-properties@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-computed-properties"
"babel-plugin-transform-es2015-destructuring@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-destructuring"
"babel-plugin-transform-es2015-duplicate-keys@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-duplicate-keys"
"babel-plugin-transform-es2015-for-of@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-for-of"
"babel-plugin-transform-es2015-function-name@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-function-name"
"babel-plugin-transform-es2015-literals@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-literals"
"babel-plugin-transform-es2015-modules-amd@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-modules-amd"
"babel-plugin-transform-es2015-modules-commonjs@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-modules-commonjs"
"babel-plugin-transform-es2015-modules-systemjs@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-modules-systemjs"
"babel-plugin-transform-es2015-modules-umd@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-modules-umd"
"babel-plugin-transform-es2015-object-super@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-object-super"
"babel-plugin-transform-es2015-parameters@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-parameters"
"babel-plugin-transform-es2015-shorthand-properties@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-shorthand-properties"
"babel-plugin-transform-es2015-spread@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-spread"
"babel-plugin-transform-es2015-sticky-regex@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-sticky-regex"
"babel-plugin-transform-es2015-template-literals@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-template-literals"
"babel-plugin-transform-es2015-typeof-symbol@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-typeof-symbol"
"babel-plugin-transform-es2015-unicode-regex@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-unicode-regex"
"babel-plugin-transform-exponentiation-operator@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-exponentiation-operator"
"babel-plugin-transform-flow-strip-types@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-flow-strip-types"
"babel-plugin-transform-object-rest-spread@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-object-rest-spread"
"babel-plugin-transform-react-display-name@6.25.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-display-name"
"babel-plugin-transform-react-jsx-self@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-jsx-self"
"babel-plugin-transform-react-jsx-source@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-jsx-source"
"babel-plugin-transform-react-jsx@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-jsx"
"babel-plugin-transform-regenerator@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-regenerator"
"babel-plugin-transform-strict-mode@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-strict-mode"
"babel-polyfill@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-polyfill"
"babel-preset-env@1.6.1","MIT","https://github.com/babel/babel-preset-env"
"babel-preset-flow@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-preset-flow"
"babel-preset-jest@21.2.0","MIT","https://github.com/facebook/jest"
"babel-preset-react@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-preset-react"
"babel-register@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-register"
"babel-runtime@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-runtime"
"babel-template@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-template"
"babel-traverse@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-traverse"
"babel-types@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-types"
"babylon@6.18.0","MIT","https://github.com/babel/babylon"
"babylon@7.0.0-beta.31","MIT","https://github.com/babel/babel/tree/master/packages/babylon"
"bail@1.0.2","MIT","https://github.com/wooorm/bail"
"balanced-match@0.1.0","MIT","https://github.com/juliangruber/balanced-match"
"balanced-match@0.4.2","MIT","https://github.com/juliangruber/balanced-match"
"balanced-match@1.0.0","MIT","https://github.com/juliangruber/balanced-match"
"base64-js@1.2.1","MIT","https://github.com/beatgammit/base64-js"
"batch@0.6.1","MIT","https://github.com/visionmedia/batch"
"bcrypt-pbkdf@1.0.1","BSD-3-Clause",""
"big.js@3.2.0","MIT","https://github.com/MikeMcl/big.js"
"binary-extensions@1.11.0","MIT","https://github.com/sindresorhus/binary-extensions"
"block-stream@0.0.9","ISC","https://github.com/isaacs/block-stream"
"bluebird@3.5.1","MIT","https://github.com/petkaantonov/bluebird"
"bn.js@4.11.8","MIT","https://github.com/indutny/bn.js"
"body-parser@1.18.2","MIT","https://github.com/expressjs/body-parser"
"bonjour@3.5.0","MIT","https://github.com/watson/bonjour"
"boolbase@1.0.0","ISC","https://github.com/fb55/boolbase"
"boom@2.10.1","BSD-3-Clause","https://github.com/hapijs/boom"
"boom@4.3.1","BSD-3-Clause","https://github.com/hapijs/boom"
"boom@5.2.0","BSD-3-Clause","https://github.com/hapijs/boom"
"bootstrap@3.3.7","MIT","https://github.com/twbs/bootstrap"
"brace-expansion@1.1.7","MIT","https://github.com/juliangruber/brace-expansion"
"brace-expansion@1.1.8","MIT","https://github.com/juliangruber/brace-expansion"
"braces@1.8.5","MIT","https://github.com/jonschlinkert/braces"
"brorand@1.1.0","MIT","https://github.com/indutny/brorand"
"browser-resolve@1.11.2","MIT","https://github.com/shtylman/node-browser-resolve"
"browserify-aes@1.1.1","MIT","https://github.com/crypto-browserify/browserify-aes"
"browserify-cipher@1.0.0","MIT","https://github.com/crypto-browserify/browserify-cipher"
"browserify-des@1.0.0","MIT","https://github.com/crypto-browserify/browserify-des"
"browserify-rsa@4.0.1","MIT","https://github.com/crypto-browserify/browserify-rsa"
"browserify-sign@4.0.4","ISC","https://github.com/crypto-browserify/browserify-sign"
"browserify-zlib@0.2.0","MIT","https://github.com/devongovett/browserify-zlib"
"browserslist@1.7.7","MIT","https://github.com/ai/browserslist"
"browserslist@2.10.0","MIT","https://github.com/ai/browserslist"
"browserslist@2.11.0","MIT","https://github.com/ai/browserslist"
"bser@2.0.0","Apache-2.0","https://github.com/facebook/watchman"
"buffer-indexof@1.1.1","MIT","https://github.com/soldair/node-buffer-indexof"
"buffer-shims@1.0.0","MIT","https://github.com/calvinmetcalf/buffer-shims"
"buffer-xor@1.0.3","MIT","https://github.com/crypto-browserify/buffer-xor"
"buffer@4.9.1","MIT","https://github.com/feross/buffer"
"builtin-modules@1.1.1","MIT","https://github.com/sindresorhus/builtin-modules"
"builtin-status-codes@3.0.0","MIT","https://github.com/bendrucker/builtin-status-codes"
"bytes@3.0.0","MIT","https://github.com/visionmedia/bytes.js"
"cacache@10.0.1","ISC","https://github.com/zkat/cacache"
"caller-path@0.1.0","MIT","https://github.com/sindresorhus/caller-path"
"callsites@0.2.0","MIT","https://github.com/sindresorhus/callsites"
"callsites@2.0.0","MIT","https://github.com/sindresorhus/callsites"
"camelcase-keys@2.1.0","MIT","https://github.com/sindresorhus/camelcase-keys"
"camelcase-keys@4.2.0","MIT","https://github.com/sindresorhus/camelcase-keys"
"camelcase@1.2.1","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@2.1.1","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@3.0.0","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@4.1.0","MIT","https://github.com/sindresorhus/camelcase"
"caniuse-api@1.6.1","MIT","https://github.com/nyalab/caniuse-api"
"caniuse-api@2.0.0","MIT","https://github.com/nyalab/caniuse-api"
"caniuse-db@1.0.30000784","CC-BY-4.0","https://github.com/Fyrd/caniuse"
"caniuse-lite@1.0.30000784","CC-BY-4.0","https://github.com/ben-eb/caniuse-lite"
"caniuse-lite@1.0.30000787","CC-BY-4.0","https://github.com/ben-eb/caniuse-lite"
"case-management@0.0.1","UNLICENSED",""
"case-sensitive-paths-webpack-plugin@2.1.1","MIT","https://github.com/Urthen/case-sensitive-paths-webpack-plugin"
"caseless@0.11.0","Apache-2.0","https://github.com/mikeal/caseless"
"caseless@0.12.0","Apache-2.0","https://github.com/mikeal/caseless"
"ccount@1.0.2","MIT","https://github.com/wooorm/ccount"
"center-align@0.1.3","MIT","https://github.com/jonschlinkert/center-align"
"chain-function@1.0.0","MIT","https://github.com/jquense/chain-function"
"chalk@0.5.1","MIT","https://github.com/sindresorhus/chalk"
"chalk@1.1.3","MIT","https://github.com/chalk/chalk"
"chalk@2.3.0","MIT","https://github.com/chalk/chalk"
"character-entities-html4@1.1.1","MIT","https://github.com/wooorm/character-entities-html4"
"character-entities-legacy@1.1.1","MIT","https://github.com/wooorm/character-entities-legacy"
"character-entities@1.2.1","MIT","https://github.com/wooorm/character-entities"
"character-reference-invalid@1.1.1","MIT","https://github.com/wooorm/character-reference-invalid"
"chardet@0.4.2","MIT","https://github.com/runk/node-chardet"
"cheerio@1.0.0-rc.2","MIT","https://github.com/cheeriojs/cheerio"
"chokidar@1.7.0","MIT","https://github.com/paulmillr/chokidar"
"chownr@1.0.1","ISC","https://github.com/isaacs/chownr"
"ci-info@1.1.2","MIT","https://github.com/watson/ci-info"
"cipher-base@1.0.4","MIT","https://github.com/crypto-browserify/cipher-base"
"circular-json@0.3.3","MIT","https://github.com/WebReflection/circular-json"
"clap@1.2.3","MIT","https://github.com/lahmatiy/clap"
"classnames@2.2.5","MIT","https://github.com/JedWatson/classnames"
"cli-cursor@1.0.2","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-cursor@2.1.0","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-width@2.2.0","ISC","https://github.com/knownasilya/cli-width"
"cliui@2.1.0","ISC","https://github.com/bcoe/cliui"
"cliui@3.2.0","ISC","https://github.com/yargs/cliui"
"clone-deep@0.3.0","MIT","https://github.com/jonschlinkert/clone-deep"
"clone-regexp@1.0.0","MIT","https://github.com/sindresorhus/clone-regexp"
"clone@1.0.3","MIT","https://github.com/pvorb/node-clone"
"co@4.6.0","MIT","https://github.com/tj/co"
"coa@1.0.4","MIT","https://github.com/veged/coa"
"code-point-at@1.1.0","MIT","https://github.com/sindresorhus/code-point-at"
"coffeescript@2.1.1","MIT","https://github.com/jashkenas/coffeescript"
"collapse-white-space@1.0.3","MIT","https://github.com/wooorm/collapse-white-space"
"color-convert@1.9.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"color-string@0.3.0","MIT","https://github.com/harthur/color-string"
"color-string@1.5.2","MIT","https://github.com/Qix-/color-string"
"color@0.11.4","MIT","https://github.com/Qix-/color"
"color@1.0.3","MIT","https://github.com/Qix-/color"
"color@2.0.1","MIT","https://github.com/Qix-/color"
"colormin@1.1.2","MIT","https://github.com/ben-eb/colormin"
"colors@0.5.1","Custom: http://i.imgur.com/goJdO.png","https://github.com/Marak/colors.js"
"colors@1.1.2","MIT","https://github.com/Marak/colors.js"
"combined-stream@1.0.5","MIT","https://github.com/felixge/node-combined-stream"
"commander@2.12.2","MIT","https://github.com/tj/commander.js"
"commondir@1.0.1","MIT","https://github.com/substack/node-commondir"
"compressible@2.0.12","MIT","https://github.com/jshttp/compressible"
"compression-webpack-plugin@1.1.3","MIT","https://github.com/webpack-contrib/compression-webpack-plugin"
"compression@1.7.1","MIT","https://github.com/expressjs/compression"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"concat-stream@1.6.0","MIT","https://github.com/maxogden/concat-stream"
"connect-history-api-fallback@1.5.0","MIT","https://github.com/bripkens/connect-history-api-fallback"
"console-browserify@1.1.0","MIT","https://github.com/Raynos/console-browserify"
"console-control-strings@1.1.0","ISC","https://github.com/iarna/console-control-strings"
"constants-browserify@1.0.0","MIT","https://github.com/juliangruber/constants-browserify"
"contains-path@0.1.0","MIT","https://github.com/jonschlinkert/contains-path"
"content-disposition@0.5.2","MIT","https://github.com/jshttp/content-disposition"
"content-type-parser@1.0.2","MIT","https://github.com/jsdom/content-type-parser"
"content-type@1.0.4","MIT","https://github.com/jshttp/content-type"
"convert-source-map@1.5.1","MIT","https://github.com/thlorenz/convert-source-map"
